epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
42,2105.29,0.96026,0.70004,1.1765,0.80051,0.74503,0.82715,0.62135,0.89735,0.87189,1.09961,0.000249854,0.000249854,0.000249854
43,2155.41,0.94799,0.70579,1.16775,0.85976,0.72538,0.83672,0.63884,0.87716,0.81782,1.0644,0.000246923,0.000246923,0.000246923
44,2205.21,0.93854,0.69238,1.16565,0.83677,0.75056,0.84146,0.64399,0.8819,0.76746,1.07059,0.000243993,0.000243993,0.000243993
45,2254.88,0.9277,0.68114,1.1481,0.85464,0.7628,0.84601,0.64789,0.87316,0.75327,1.04916,0.000241062,0.000241062,0.000241062
46,2304.51,0.91703,0.67503,1.13844,0.79492,0.78959,0.86041,0.66689,0.85927,0.75371,1.08039,0.000238132,0.000238132,0.000238132
47,2354.18,0.91564,0.65414,1.14409,0.88239,0.75022,0.86036,0.65867,0.87933,0.73549,1.10636,0.000235202,0.000235202,0.000235202
48,2404.11,0.88963,0.63755,1.13719,0.82467,0.82531,0.86044,0.66113,0.87045,0.73733,1.11334,0.000232271,0.000232271,0.000232271
49,2454.11,0.92696,0.64823,1.1516,0.80734,0.82268,0.85389,0.65294,0.87883,0.76247,1.07101,0.000229341,0.000229341,0.000229341
50,2503.84,0.90269,0.64822,1.12637,0.86583,0.79941,0.88049,0.66348,0.87016,0.70702,1.0752,0.00022641,0.00022641,0.00022641
51,2553.5,0.93666,0.64015,1.14716,0.87212,0.84096,0.88832,0.67476,0.86505,0.66215,1.06188,0.00022348,0.00022348,0.00022348
52,2603.6,0.89827,0.61729,1.11953,0.84317,0.7798,0.84395,0.6531,0.86847,0.8058,1.02941,0.00022055,0.00022055,0.00022055
53,2653.42,0.90888,0.64174,1.13434,0.84887,0.82258,0.87354,0.66664,0.88658,0.74162,1.06025,0.000217619,0.000217619,0.000217619
54,2703.22,0.88904,0.61047,1.12661,0.91629,0.77689,0.8724,0.67033,0.86417,0.67331,1.06797,0.000214689,0.000214689,0.000214689
55,2752.98,0.86103,0.59751,1.11442,0.86567,0.79726,0.86322,0.6602,0.89233,0.73346,1.08529,0.000211758,0.000211758,0.000211758
56,2802.99,0.8826,0.60138,1.12427,0.81994,0.81067,0.86341,0.67093,0.86319,0.75803,1.03827,0.000208828,0.000208828,0.000208828
57,2852.59,0.86367,0.59333,1.1095,0.87542,0.77278,0.87047,0.6638,0.8855,0.6908,1.05792,0.000205898,0.000205898,0.000205898
58,2902.16,0.86804,0.60352,1.1156,0.85334,0.82578,0.87595,0.66859,0.8748,0.7107,1.05735,0.000202967,0.000202967,0.000202967
59,2951.89,0.89404,0.60495,1.11621,0.79975,0.84415,0.86779,0.67117,0.86871,0.72801,1.06159,0.000200037,0.000200037,0.000200037
60,3001.65,0.86156,0.57409,1.10555,0.83881,0.85856,0.88351,0.68288,0.85008,0.66809,1.05427,0.000197106,0.000197106,0.000197106
61,3051.64,0.83413,0.56924,1.09578,0.86309,0.82366,0.87835,0.66832,0.87859,0.75302,1.05728,0.000194176,0.000194176,0.000194176
62,3101.29,0.8246,0.56448,1.08328,0.86758,0.84406,0.89963,0.69192,0.84762,0.64898,1.03455,0.000191246,0.000191246,0.000191246
63,3150.72,0.83208,0.57034,1.09041,0.82855,0.83141,0.88101,0.67825,0.84989,0.71363,1.02398,0.000188315,0.000188315,0.000188315
64,3200.81,0.82545,0.55708,1.08083,0.90163,0.80694,0.87522,0.67503,0.85805,0.71725,1.03327,0.000185385,0.000185385,0.000185385
65,3250.59,0.80202,0.55407,1.07927,0.8758,0.80465,0.86493,0.66072,0.8748,0.73168,1.03784,0.000182454,0.000182454,0.000182454
66,3300.23,0.82303,0.56323,1.08198,0.89033,0.77843,0.87866,0.67461,0.86743,0.74111,1.04775,0.000179524,0.000179524,0.000179524
67,3349.98,0.81718,0.53962,1.08153,0.84232,0.82867,0.88491,0.68219,0.85974,0.72845,1.04385,0.000176594,0.000176594,0.000176594
68,3399.5,0.79469,0.52997,1.06604,0.85451,0.82898,0.85081,0.66234,0.8395,0.81737,1.03435,0.000173663,0.000173663,0.000173663
69,3449.27,0.8309,0.55175,1.0863,0.84025,0.85663,0.86789,0.6684,0.84641,0.70799,1.041,0.000170733,0.000170733,0.000170733
70,3499.3,0.78136,0.52241,1.06148,0.83625,0.85107,0.87054,0.66783,0.85776,0.70774,1.04416,0.000167802,0.000167802,0.000167802
71,3549.13,0.79543,0.52647,1.06959,0.88577,0.81629,0.87413,0.69085,0.86047,0.7007,1.05544,0.000164872,0.000164872,0.000164872
72,3598.94,0.78937,0.53514,1.06149,0.90046,0.81283,0.88419,0.69194,0.85172,0.71828,1.04508,0.000161942,0.000161942,0.000161942
73,3648.7,0.78118,0.52704,1.06154,0.89474,0.8227,0.88618,0.68806,0.84658,0.65938,1.0304,0.000159011,0.000159011,0.000159011
74,3698.77,0.76992,0.52303,1.06002,0.88535,0.84134,0.8888,0.68294,0.86233,0.66089,1.05473,0.000156081,0.000156081,0.000156081
75,3752.68,0.76773,0.51631,1.06002,0.8614,0.8341,0.88137,0.68351,0.86231,0.6818,1.04566,0.00015315,0.00015315,0.00015315
76,3820.08,0.75641,0.51626,1.06567,0.84945,0.81861,0.87654,0.68196,0.85215,0.67591,1.06195,0.00015022,0.00015022,0.00015022
77,3884.9,0.75066,0.4999,1.05656,0.8563,0.82586,0.87065,0.67884,0.8491,0.68203,1.06155,0.00014729,0.00014729,0.00014729
78,3940.91,0.77912,0.51832,1.0652,0.90913,0.81012,0.89223,0.68169,0.8562,0.62284,1.0434,0.000144359,0.000144359,0.000144359
79,3991.25,0.75168,0.49747,1.04691,0.84897,0.82133,0.87625,0.67902,0.86066,0.70343,1.05973,0.000141429,0.000141429,0.000141429
80,4040.9,0.75235,0.49487,1.04254,0.8659,0.84998,0.87935,0.67879,0.85699,0.65249,1.05665,0.000138498,0.000138498,0.000138498
81,4090.77,0.74277,0.4987,1.04589,0.90014,0.80557,0.8845,0.68363,0.85689,0.64574,1.0577,0.000135568,0.000135568,0.000135568
82,4140.78,0.73196,0.48798,1.04089,0.78274,0.86735,0.87928,0.67565,0.84692,0.67193,1.04702,0.000132638,0.000132638,0.000132638
83,4190.69,0.7344,0.47788,1.04122,0.85954,0.81492,0.8745,0.67578,0.85262,0.70691,1.04207,0.000129707,0.000129707,0.000129707
84,4240.32,0.74471,0.4896,1.03822,0.85883,0.83126,0.85219,0.65586,0.85348,0.71896,1.03731,0.000126777,0.000126777,0.000126777
85,4290.11,0.74043,0.49604,1.03822,0.87854,0.82363,0.88402,0.67562,0.8645,0.67054,1.04095,0.000123846,0.000123846,0.000123846
86,4340.02,0.72039,0.47603,1.02773,0.8693,0.83307,0.8886,0.68441,0.84617,0.64592,1.06468,0.000120916,0.000120916,0.000120916
87,4389.83,0.73816,0.48799,1.04392,0.85851,0.86487,0.90292,0.69056,0.85835,0.64542,1.06002,0.000117986,0.000117986,0.000117986
88,4439.63,0.70699,0.45667,1.02382,0.89432,0.84529,0.8986,0.69217,0.85345,0.64905,1.05008,0.000115055,0.000115055,0.000115055
89,4489.77,0.71156,0.45372,1.03152,0.89359,0.81057,0.87574,0.67353,0.84663,0.66686,1.03734,0.000112125,0.000112125,0.000112125
90,4539.91,0.69237,0.45313,1.01734,0.83213,0.81452,0.86079,0.66522,0.84067,0.74212,1.04468,0.000109194,0.000109194,0.000109194
91,4589.94,0.70039,0.45611,1.0182,0.88888,0.80734,0.87827,0.67737,0.86192,0.68588,1.05705,0.000106264,0.000106264,0.000106264
92,4639.89,0.6857,0.45499,1.01812,0.84131,0.82011,0.85803,0.66525,0.85714,0.77066,1.05749,0.000103334,0.000103334,0.000103334
93,4689.74,0.69566,0.4542,1.02609,0.86478,0.81873,0.87469,0.67097,0.84763,0.70845,1.04256,0.000100403,0.000100403,0.000100403
94,4740.13,0.68876,0.45696,1.01585,0.85953,0.83225,0.88783,0.68728,0.84454,0.63806,1.04992,9.74728e-05,9.74728e-05,9.74728e-05
95,4790.46,0.6966,0.44706,1.02207,0.83271,0.84905,0.89118,0.69003,0.83501,0.63879,1.04878,9.45424e-05,9.45424e-05,9.45424e-05
96,4840.45,0.67765,0.44258,1.01251,0.87115,0.81997,0.88185,0.68292,0.84052,0.64533,1.05021,9.1612e-05,9.1612e-05,9.1612e-05
97,4890.47,0.6869,0.4409,1.01516,0.88979,0.80549,0.88523,0.69166,0.84292,0.68618,1.0502,8.86816e-05,8.86816e-05,8.86816e-05
98,4940.75,0.67175,0.43392,1.01633,0.84588,0.82739,0.88683,0.68267,0.85663,0.70223,1.04067,8.57512e-05,8.57512e-05,8.57512e-05
99,4990.98,0.66889,0.44107,1.00913,0.86973,0.80622,0.88354,0.67861,0.8714,0.68328,1.06569,8.28208e-05,8.28208e-05,8.28208e-05
100,5054.14,0.65553,0.4275,1.00142,0.818,0.85743,0.88664,0.68142,0.86164,0.63578,1.05219,7.98904e-05,7.98904e-05,7.98904e-05
101,5121.72,0.65817,0.42343,1.00361,0.89019,0.8277,0.89426,0.70048,0.84492,0.64247,1.05779,7.696e-05,7.696e-05,7.696e-05
102,5174.27,0.64422,0.42228,1.00562,0.82481,0.85214,0.88607,0.69164,0.84622,0.68014,1.05062,7.40296e-05,7.40296e-05,7.40296e-05
103,5230.7,0.65841,0.43202,1.00983,0.87893,0.81111,0.87941,0.68604,0.8408,0.63931,1.06179,7.10992e-05,7.10992e-05,7.10992e-05
104,5298.16,0.64397,0.42045,0.99293,0.88063,0.8221,0.88341,0.6867,0.84936,0.64177,1.06889,6.81688e-05,6.81688e-05,6.81688e-05
105,5363.87,0.63853,0.41288,0.99623,0.90548,0.81778,0.88694,0.68983,0.85868,0.62886,1.06785,6.52384e-05,6.52384e-05,6.52384e-05
106,5414.11,0.66088,0.42949,1.00021,0.8943,0.82325,0.88985,0.69215,0.85015,0.60645,1.07475,6.2308e-05,6.2308e-05,6.2308e-05
107,5464.28,0.63772,0.42093,0.99741,0.88872,0.82013,0.89417,0.69457,0.85584,0.58969,1.07397,5.93776e-05,5.93776e-05,5.93776e-05
108,5514.49,0.64151,0.41169,1.00062,0.86182,0.85295,0.88742,0.68762,0.84253,0.61253,1.07231,5.64472e-05,5.64472e-05,5.64472e-05
109,5564.37,0.63249,0.41894,0.99398,0.90465,0.80871,0.89005,0.68979,0.85067,0.6389,1.06806,5.35168e-05,5.35168e-05,5.35168e-05
110,5614.39,0.6314,0.41728,0.99651,0.89177,0.8192,0.88571,0.68502,0.85475,0.64973,1.07182,5.05864e-05,5.05864e-05,5.05864e-05
111,5664.56,0.62147,0.40594,0.99491,0.89961,0.81363,0.88315,0.68786,0.84725,0.64975,1.057,4.7656e-05,4.7656e-05,4.7656e-05
112,5714.97,0.62807,0.40653,0.99046,0.87528,0.80954,0.87744,0.68247,0.85559,0.71747,1.04909,4.47256e-05,4.47256e-05,4.47256e-05
113,5764.81,0.59809,0.39074,0.97479,0.88217,0.8022,0.87893,0.68256,0.85224,0.68398,1.05643,4.17952e-05,4.17952e-05,4.17952e-05
114,5814.83,0.61005,0.39749,0.97758,0.86619,0.82781,0.88356,0.69178,0.8419,0.6708,1.05969,3.88648e-05,3.88648e-05,3.88648e-05
115,5865.17,0.61313,0.39872,0.98443,0.87113,0.81545,0.87895,0.68665,0.84567,0.63348,1.06119,3.59344e-05,3.59344e-05,3.59344e-05
116,5965.61,0.52606,0.2814,0.9334,0.8379,0.83807,0.87123,0.68053,0.83553,0.66328,1.05229,3.3004e-05,3.3004e-05,3.3004e-05
117,6016.15,0.50323,0.26989,0.91539,0.86505,0.82051,0.87275,0.68289,0.8373,0.67373,1.0464,3.00736e-05,3.00736e-05,3.00736e-05
118,6066.54,0.49511,0.26559,0.90543,0.86332,0.8287,0.86503,0.67764,0.84278,0.67937,1.04855,2.71432e-05,2.71432e-05,2.71432e-05
119,6116.84,0.48955,0.26088,0.90744,0.86654,0.81427,0.86964,0.67905,0.85118,0.69077,1.05457,2.42128e-05,2.42128e-05,2.42128e-05
120,6167.37,0.47775,0.25499,0.89917,0.87692,0.79207,0.87398,0.6867,0.85381,0.69937,1.05115,2.12824e-05,2.12824e-05,2.12824e-05
121,6217.68,0.48181,0.25776,0.89996,0.89411,0.79659,0.87999,0.68842,0.84936,0.68183,1.04544,1.8352e-05,1.8352e-05,1.8352e-05
122,6268.08,0.48302,0.26121,0.90025,0.8731,0.81336,0.87922,0.68628,0.85282,0.6818,1.04362,1.54216e-05,1.54216e-05,1.54216e-05
123,6318.32,0.47055,0.25318,0.89904,0.88493,0.80886,0.88008,0.68761,0.85199,0.67133,1.04627,1.24912e-05,1.24912e-05,1.24912e-05
124,6368.64,0.46945,0.25423,0.8912,0.8577,0.82015,0.87859,0.68684,0.85325,0.67479,1.04692,9.5608e-06,9.5608e-06,9.5608e-06
125,6419.04,0.47347,0.25468,0.89754,0.87798,0.80896,0.88063,0.68971,0.85292,0.67551,1.04702,6.6304e-06,6.6304e-06,6.6304e-06
