epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
39,1758.05,1.02635,0.80316,1.22611,0.88851,0.82372,0.88343,0.67613,0.88698,0.69824,1.07185,0.000249557,0.000249557,0.000249557
40,1796.71,0.99432,0.79519,1.20062,0.83182,0.84025,0.87005,0.67726,0.86789,0.71803,1.07723,0.00024673,0.00024673,0.00024673
41,1835.87,0.97485,0.76152,1.20265,0.88685,0.84475,0.88495,0.67799,0.8527,0.65686,1.06697,0.000243902,0.000243902,0.000243902
42,1874.83,0.96984,0.76853,1.19737,0.84461,0.82983,0.89759,0.67069,0.87339,0.73135,1.09625,0.000241075,0.000241075,0.000241075
43,1913.86,0.98077,0.76687,1.20077,0.90686,0.79411,0.89105,0.68704,0.86318,0.68316,1.05202,0.000238248,0.000238248,0.000238248
44,1954.47,0.98006,0.75839,1.19943,0.88034,0.8264,0.88449,0.68707,0.8721,0.73673,1.06979,0.00023542,0.00023542,0.00023542
45,1993.48,0.95845,0.74256,1.20427,0.85324,0.84347,0.88283,0.66797,0.88097,0.68136,1.10737,0.000232593,0.000232593,0.000232593
46,2032.3,0.9716,0.72908,1.19804,0.87888,0.82619,0.89112,0.68814,0.84796,0.70033,1.07795,0.000229765,0.000229765,0.000229765
47,2071.25,0.95504,0.72057,1.19189,0.83986,0.8663,0.87904,0.6782,0.84194,0.66327,1.07942,0.000226938,0.000226938,0.000226938
48,2110.85,0.94681,0.71973,1.18443,0.88738,0.85124,0.9092,0.69104,0.86218,0.63577,1.09154,0.00022411,0.00022411,0.00022411
49,2149.93,0.94298,0.72878,1.17799,0.89632,0.80441,0.90671,0.70238,0.84468,0.63196,1.07905,0.000221283,0.000221283,0.000221283
50,2189.09,0.96276,0.74045,1.18847,0.86719,0.87656,0.90885,0.7032,0.81661,0.6157,1.06967,0.000218455,0.000218455,0.000218455
51,2227.95,0.92912,0.70099,1.17034,0.85073,0.86269,0.91236,0.70053,0.82556,0.66661,1.05142,0.000215628,0.000215628,0.000215628
52,2266.89,0.9306,0.7137,1.18038,0.84135,0.86991,0.9229,0.70012,0.86598,0.60768,1.07454,0.000212801,0.000212801,0.000212801
53,2305.76,0.92162,0.69791,1.17148,0.85056,0.89984,0.9153,0.69868,0.83618,0.63535,1.07537,0.000209973,0.000209973,0.000209973
54,2344.95,0.91463,0.67543,1.16153,0.88936,0.81613,0.91245,0.70381,0.82933,0.65312,1.05855,0.000207146,0.000207146,0.000207146
55,2384.07,0.9159,0.69664,1.16189,0.83658,0.85987,0.88848,0.68375,0.84068,0.64117,1.05684,0.000204318,0.000204318,0.000204318
56,2423.31,0.91378,0.67368,1.15334,0.88437,0.88004,0.91363,0.70064,0.84784,0.6164,1.06258,0.000201491,0.000201491,0.000201491
57,2462.26,0.91099,0.68731,1.16934,0.89711,0.82362,0.90181,0.68533,0.85485,0.66289,1.112,0.000198663,0.000198663,0.000198663
58,2500.98,0.89143,0.65523,1.15744,0.90703,0.82441,0.90541,0.69759,0.85758,0.63774,1.09401,0.000195836,0.000195836,0.000195836
59,2540.34,0.88365,0.65486,1.14598,0.88244,0.83445,0.91957,0.71139,0.84508,0.61549,1.05908,0.000193008,0.000193008,0.000193008
60,2579.8,0.91735,0.6741,1.15859,0.91685,0.86514,0.91862,0.70415,0.86912,0.58016,1.11125,0.000190181,0.000190181,0.000190181
61,2618.94,0.90129,0.65586,1.1654,0.88498,0.83101,0.90779,0.692,0.85994,0.64273,1.0904,0.000187354,0.000187354,0.000187354
62,2658.3,0.88556,0.65002,1.14434,0.82208,0.8818,0.91182,0.69251,0.87347,0.63524,1.09845,0.000184526,0.000184526,0.000184526
63,2697.81,0.89942,0.65319,1.14717,0.90543,0.84217,0.92021,0.69695,0.8481,0.5826,1.07504,0.000181699,0.000181699,0.000181699
64,2736.83,0.8699,0.63785,1.13135,0.85183,0.88175,0.91698,0.7095,0.85568,0.60263,1.05977,0.000178871,0.000178871,0.000178871
65,2775.92,0.85009,0.60417,1.11824,0.88492,0.86264,0.91143,0.70778,0.82735,0.62025,1.06103,0.000176044,0.000176044,0.000176044
66,2814.85,0.87076,0.62157,1.13836,0.88586,0.83567,0.91815,0.70744,0.84794,0.58284,1.074,0.000173216,0.000173216,0.000173216
67,2853.69,0.84759,0.6061,1.13453,0.90672,0.82777,0.90352,0.70796,0.84368,0.60168,1.04793,0.000170389,0.000170389,0.000170389
68,2892.95,0.84022,0.61017,1.11595,0.87784,0.83198,0.90002,0.70265,0.83304,0.59734,1.0482,0.000167562,0.000167562,0.000167562
69,2932.23,0.81822,0.60535,1.11133,0.86766,0.88916,0.89731,0.68891,0.86054,0.60798,1.10069,0.000164734,0.000164734,0.000164734
70,2970.98,0.83694,0.59788,1.12944,0.91228,0.83011,0.90792,0.71259,0.83214,0.5855,1.0751,0.000161907,0.000161907,0.000161907
71,3010.03,0.83724,0.61447,1.11958,0.8766,0.84512,0.91913,0.72208,0.82987,0.55531,1.06431,0.000159079,0.000159079,0.000159079
72,3049.03,0.83729,0.59378,1.12128,0.90596,0.84687,0.92221,0.70966,0.84097,0.55352,1.08193,0.000156252,0.000156252,0.000156252
73,3088.09,0.82367,0.58957,1.10166,0.88265,0.8724,0.92695,0.71675,0.83772,0.5579,1.06459,0.000153424,0.000153424,0.000153424
74,3127.43,0.81563,0.58006,1.10084,0.91489,0.82626,0.92061,0.71325,0.82529,0.58762,1.06494,0.000150597,0.000150597,0.000150597
75,3166.51,0.82544,0.59134,1.11409,0.90079,0.8264,0.91892,0.7027,0.84595,0.59808,1.08576,0.000147769,0.000147769,0.000147769
76,3205.89,0.82328,0.57963,1.11184,0.91698,0.85272,0.93515,0.72598,0.83373,0.54092,1.07501,0.000144942,0.000144942,0.000144942
77,3246.65,0.80198,0.56425,1.10047,0.88187,0.88722,0.93341,0.71484,0.86714,0.55677,1.08272,0.000142115,0.000142115,0.000142115
78,3287.43,0.80262,0.58167,1.10632,0.90087,0.84778,0.91746,0.70738,0.84204,0.57307,1.09516,0.000139287,0.000139287,0.000139287
79,3327.32,0.80763,0.57603,1.0995,0.89784,0.85098,0.90622,0.7151,0.81927,0.5673,1.06695,0.00013646,0.00013646,0.00013646
80,3366.56,0.79369,0.55373,1.08898,0.88994,0.82079,0.89262,0.69415,0.83828,0.6265,1.10291,0.000133632,0.000133632,0.000133632
81,3405.65,0.80787,0.56828,1.09855,0.85539,0.85743,0.90982,0.71317,0.81264,0.58639,1.05371,0.000130805,0.000130805,0.000130805
82,3444.95,0.78955,0.55361,1.09479,0.88171,0.84597,0.89394,0.70524,0.80034,0.59052,1.05298,0.000127977,0.000127977,0.000127977
83,3499,0.78119,0.53605,1.08772,0.90024,0.84881,0.91834,0.72324,0.82419,0.56693,1.06287,0.00012515,0.00012515,0.00012515
84,3581.42,0.78202,0.54688,1.0907,0.86657,0.8404,0.90051,0.70137,0.84877,0.58077,1.07457,0.000122322,0.000122322,0.000122322
85,3656.09,0.77911,0.5479,1.08054,0.87349,0.84475,0.90683,0.71026,0.84725,0.56796,1.05884,0.000119495,0.000119495,0.000119495
86,3724.06,0.77194,0.53366,1.07907,0.86091,0.85684,0.91031,0.70575,0.84945,0.5892,1.06354,0.000116668,0.000116668,0.000116668
87,3764.06,0.75373,0.52303,1.06796,0.86813,0.8682,0.89968,0.70196,0.83496,0.56423,1.04568,0.00011384,0.00011384,0.00011384
88,3803.38,0.75889,0.52265,1.06227,0.90579,0.83618,0.90403,0.71608,0.82573,0.54248,1.03315,0.000111013,0.000111013,0.000111013
89,3842.44,0.75344,0.53763,1.0662,0.81962,0.88105,0.9035,0.7039,0.82854,0.59027,1.03346,0.000108185,0.000108185,0.000108185
90,3889.52,0.74322,0.50769,1.06257,0.8841,0.85068,0.91888,0.72231,0.82572,0.5501,1.03634,0.000105358,0.000105358,0.000105358
91,3939.47,0.73864,0.50845,1.05413,0.88057,0.86034,0.91476,0.71734,0.8305,0.52646,1.05255,0.00010253,0.00010253,0.00010253
92,3979.08,0.74689,0.52121,1.0733,0.879,0.87048,0.91264,0.71801,0.83052,0.51565,1.04845,9.9703e-05,9.9703e-05,9.9703e-05
93,4018.26,0.7384,0.51357,1.05495,0.85073,0.88197,0.92081,0.7317,0.81469,0.52129,1.03279,9.68755e-05,9.68755e-05,9.68755e-05
94,4057.81,0.74103,0.51705,1.05547,0.88089,0.88673,0.93118,0.73727,0.82884,0.49296,1.05558,9.40481e-05,9.40481e-05,9.40481e-05
95,4098.02,0.72637,0.50258,1.05296,0.92095,0.84089,0.93612,0.72087,0.84482,0.51677,1.07919,9.12206e-05,9.12206e-05,9.12206e-05
96,4137.41,0.74338,0.51586,1.05849,0.93064,0.84117,0.92779,0.72005,0.82177,0.4956,1.05596,8.83932e-05,8.83932e-05,8.83932e-05
97,4176.67,0.74653,0.50945,1.06045,0.93793,0.84367,0.93986,0.73837,0.82289,0.49104,1.05956,8.55658e-05,8.55658e-05,8.55658e-05
98,4216.42,0.7127,0.50394,1.04879,0.89438,0.86124,0.93098,0.73236,0.82612,0.5042,1.04391,8.27383e-05,8.27383e-05,8.27383e-05
99,4255.73,0.7311,0.4992,1.04864,0.91008,0.85373,0.92422,0.72982,0.81842,0.49674,1.05233,7.99109e-05,7.99109e-05,7.99109e-05
100,4295.01,0.7157,0.47482,1.03578,0.9076,0.86327,0.93658,0.72668,0.83015,0.49634,1.04419,7.70834e-05,7.70834e-05,7.70834e-05
101,4334.55,0.69507,0.48188,1.04025,0.87161,0.89494,0.92864,0.73391,0.82737,0.48232,1.05647,7.4256e-05,7.4256e-05,7.4256e-05
102,4374.22,0.70009,0.48639,1.04691,0.89176,0.87167,0.94641,0.73636,0.82057,0.4806,1.05509,7.14286e-05,7.14286e-05,7.14286e-05
103,4414.1,0.72389,0.49967,1.04827,0.89631,0.87213,0.93541,0.73194,0.81607,0.49856,1.0403,6.86011e-05,6.86011e-05,6.86011e-05
104,4453.98,0.69741,0.47181,1.03694,0.87647,0.89637,0.93778,0.73505,0.8212,0.4808,1.04799,6.57737e-05,6.57737e-05,6.57737e-05
105,4492.86,0.7123,0.48681,1.05078,0.91578,0.85567,0.93273,0.72627,0.83469,0.51167,1.04931,6.29462e-05,6.29462e-05,6.29462e-05
106,4532.72,0.69678,0.47815,1.03822,0.93113,0.83473,0.9273,0.73188,0.82651,0.48932,1.04476,6.01188e-05,6.01188e-05,6.01188e-05
107,4572.74,0.69952,0.46689,1.02838,0.93362,0.84733,0.93205,0.7286,0.83825,0.50347,1.0504,5.72914e-05,5.72914e-05,5.72914e-05
108,4612.08,0.69284,0.47523,1.03313,0.90566,0.85505,0.92893,0.73141,0.83053,0.48201,1.04266,5.44639e-05,5.44639e-05,5.44639e-05
109,4651.43,0.6765,0.46514,1.0302,0.93215,0.84319,0.93108,0.72711,0.84279,0.49054,1.06436,5.16365e-05,5.16365e-05,5.16365e-05
110,4691.12,0.67914,0.45693,1.02765,0.93027,0.84236,0.93425,0.72788,0.83996,0.47527,1.06459,4.8809e-05,4.8809e-05,4.8809e-05
111,4730.24,0.69513,0.47656,1.04339,0.93877,0.84111,0.93485,0.73152,0.83585,0.4759,1.06523,4.59816e-05,4.59816e-05,4.59816e-05
112,4769.83,0.68504,0.47486,1.03112,0.93389,0.84235,0.93318,0.73899,0.83038,0.46112,1.06451,4.31542e-05,4.31542e-05,4.31542e-05
113,4809.16,0.66659,0.45075,1.02731,0.87308,0.88935,0.94179,0.73686,0.83034,0.46003,1.05299,4.03267e-05,4.03267e-05,4.03267e-05
114,4848.31,0.67331,0.43899,1.02531,0.92856,0.86299,0.9521,0.73584,0.84109,0.46518,1.06045,3.74993e-05,3.74993e-05,3.74993e-05
115,4887.75,0.67525,0.44387,1.02194,0.9314,0.83149,0.93995,0.73417,0.83493,0.48153,1.05899,3.46718e-05,3.46718e-05,3.46718e-05
116,4966.1,0.56041,0.29755,0.94037,0.91095,0.84689,0.94596,0.73227,0.83515,0.47798,1.05691,3.18444e-05,3.18444e-05,3.18444e-05
117,5005.33,0.54982,0.2993,0.9423,0.91607,0.84751,0.93847,0.73036,0.8318,0.47905,1.05675,2.9017e-05,2.9017e-05,2.9017e-05
118,5044.76,0.53843,0.28898,0.93151,0.91301,0.86528,0.94155,0.73749,0.84099,0.4786,1.06706,2.61895e-05,2.61895e-05,2.61895e-05
119,5084.15,0.53533,0.29137,0.93057,0.88555,0.87088,0.93238,0.73469,0.84092,0.48002,1.06517,2.33621e-05,2.33621e-05,2.33621e-05
120,5123.11,0.5288,0.28385,0.92543,0.90995,0.85874,0.93974,0.7366,0.8517,0.47471,1.08566,2.05346e-05,2.05346e-05,2.05346e-05
121,5162.65,0.52513,0.28336,0.921,0.90726,0.85799,0.93884,0.73378,0.84145,0.47432,1.07415,1.77072e-05,1.77072e-05,1.77072e-05
122,5201.93,0.51696,0.27688,0.91964,0.88658,0.85349,0.93748,0.73168,0.83635,0.48859,1.07208,1.48798e-05,1.48798e-05,1.48798e-05
123,5241.43,0.5149,0.2811,0.91714,0.91032,0.8372,0.93681,0.72483,0.84458,0.48227,1.07812,1.20523e-05,1.20523e-05,1.20523e-05
124,5281.17,0.51687,0.28138,0.92153,0.88346,0.87025,0.93551,0.73386,0.83851,0.47603,1.07569,9.22488e-06,9.22488e-06,9.22488e-06
125,5320.64,0.50826,0.27529,0.92838,0.90506,0.85367,0.94122,0.73736,0.84091,0.47339,1.0762,6.39744e-06,6.39744e-06,6.39744e-06
